apellido,nombre,titulo,genero,tema,recomendado,calificacion,codigo,editorial,disponible,zona
ELIOT,GEORGE,EL MOLINO DEL FLOSS,NOVELA,DRAMA,●,L-A1,12-ELI-MOL,ALBA,True,General
ELIOT,GEORGE,MIDDLEMARCH,NOVELA,DRAMA,●,L-A2,12-ELI-MID,ALBA,True,General
ELIOT,THOMAS STEARNS,POESÍAS REUNIDAS 1909-1962,POESÍA,—,,L-A2,09-ELI-POE,ALIANZA,True,General
ELIOT,THOMAS STEARNS,POESÍAS REUNIDAS 1909-1962,POESÍA,—,●,L-A2,12-ELI-POE,ALIANZA,True,General
ELORRIAGA,UNAI,UN TRANVÍA EN SP,NOVELA,DRAMA,●,L-B1,04-ELO-TRA,BOOKLET,True,General
ENDE,MICHAEL,LA HISTORIA INTERMINABLE,NOVELA,FANTASÍA/CIENCIA FICCIÓN,●,L-A1,05-END-HIS,ALFAGUARA,True,General
ENDE,MICHAEL,MOMO,NOVELA,FANTASÍA/CIENCIA FICCIÓN,●,L-A1,05-END-MOM,ALFAGUARA,True,General
ENDO,SHUSAKU,EL MAR Y VENENO,NOVELA,DRAMA,,L-A2,04-END-MAR,AUTOR-EDITOR,True,General
ENGER,LEIF,UN RÍO DE PAZ,NOVELA,DRAMA,,L-A1,04-ENG-RIO,MAEVA,True,General
EPICTETO,—,PLÁTICAS I,ENSAYO,FILOSOFÍA,,P-A1,13-EPI-PL1,ALMA MATER,True,General
EPICTETO,—,PLÁTICAS II,ENSAYO,FILOSOFÍA,,P-A1,13-EPI-PL2,ALMA MATER,True,General
"ERCKMANN, ÉMILE","CHATRIAN, ALEXANDRE",EL AMIGO FRITZ,NOVELA,DRAMA,,L-B1,04-ERC-AMI,TROA,True,General
ERSKINE CHILDERS,ROBERT,EL ENIGMA DE LAS ARENAS,NOVELA,NEGRA,,—,08-ERS-ENI,EDHASA,True,General
ESPARZA,JOSÉ JAVIER,EL CABALLERO DEL JABALÍ BLANCO,NOVELA,HISTÓRICA,,L-A2,06-ESP-CAB,PLANETA,True,General
ESPARZA,JOSÉ JAVIER,EL REINO DEL NORTE,NOVELA,HISTÓRICA,,L-B1,06-ESP-REI,ESFERA DE LOS LIBROS,True,General
ESPINOSA,ALBERT,LO MEJOR DE IR ES VOLVER,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,—,05-ESP-MEJ,GRIJALBO,True,General
"ESPOT, MARÍA ROSA","NUBIOLA, JAIME",APRENDER A DIVERTIRSE,ENSAYO,PEDAGOGÍA/CIENCIA,,P-A2,19-ESP-APR,EUNSA,True,General
ESPRIU,SALVADOR,LA PELL DE BRAU,POESÍA,—,●,L-B1,09-ESP-PEL,CUADERNOS PARA EL DIÁLOGO,True,General
ESQUILO,—,TRAGEDIAS,TEATRO,—,●,L-A2,12-ESQ-TRA,GREDOS,True,General
"ESTEBAN, ÁNGEL","PANICHELLI, STÉPHANIE",GABO Y FIDEL,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,—,20-EST-GAB,ESPASA,True,General
ETZIONI,AMITAI,LA NUEVA REGLA DE ORO. COMUNIDAD Y MORALIDAD EN UNA SOCIEDAD DEMOCRÁTICA,ENSAYO,POLÍTICA,,—,17-ETZ-NUE,PAIDÓS,True,General
EURIPIDES,—,TRAGEDIAS 1,TEATRO,—,●,L-A2,12-EUR-TR1,GREDOS,True,General
EURIPIDES,—,TRAGEDIAS 2,TEATRO,—,●,L-A2,12-EUR-TR2,GREDOS,True,General
EURIPIDES,—,TRAGEDIAS 3,TEATRO,—,●,L-A2,12-EUR-TR3,GREDOS,True,General
FALLACI,ORIANA,CARTA A UN NIÑO QUE NUNCA NACIÓ,NOVELA,DRAMA,,L-B2,22-FAL-CAR,NOGUER,True,General
FAULKNER,WILLIAM,EN LA CIUDAD,NOVELA,DRAMA,,—,04-FAU-CIU,-,True,General
FAULKNER,WILLIAM,INTRUSO EN EL POLVO,NOVELA,DRAMA,●,L-B1,04-FAU-INT,PLANETA,True,General
FAZIO,MARIANO,DE LA PERSONA A LA ALDEA GLOBAL,ENSAYO,POLÍTICA,,L-A1,17-FAZ-PER,PALABRA,True,General
FERAOUN,MOULOUD,EL HIJO DEL POBRE,NOVELA,DRAMA,,L-A2,04-FER-HIJ,EDICIONES DEL ORIENTE Y EL MEDITERRÁNEO,True,General
FERNÁNDEZ,CONCHÍN,QUERIDO NOAH,NOVELA,DRAMA,●,L-A1,04-FER-QUE,PLAZA & JANÉS,True,General
FERNÁNDEZ,LUCAS,FARSAS Y ÉGLOGAS,TEATRO,—,,—,11-FER-FAR,CASTALIA,True,General
FERNÁNDEZ ÁLVAREZ,MANUEL,"CARLOS V, EL CÉSAR Y EL HOMBRE",ENSAYO,HISTORIA,,P-A2,16-FER-CAR,ESPASA-CALPE,True,General
FERNÁNDEZ DE AVELLANEDA,ALONSO,EL QUIJOTE APÓCRIFO,NOVELA,CLÁSICA,,—,03-FER-QUI,ZEUS,True,General
FERNÁNDEZ DE MORATÍN,LEANDRO,EL SÍ DE LAS NIÑAS,TEATRO,—,,L-A1,11-FER-COM,CASTALIA,True,General
FERNÁNDEZ DE MORATÍN,LEANDRO,LA COMEDIA NUEVA,TEATRO,—,,L-A1,11-FER-COM,CASTALIA,True,General
FERNÁNDEZ FLÓREZ,WENCESLAO,EL BOSQUE ANIMADO,NOVELA,AVENTURAS,●,L-A2,12-FER-BOS,AUSTRAL,True,General
FERRER FALCON,LUIS,FUERA DE ÓRBITA,NOVELA,DRAMA,,—,04-FER-FUE,NACIONAL,True,General
FESCH,JACQUES,DENTRO DE 5 HORAS VERÉ A JESÚS. DIARIO DE PRISIÓN,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,P-A2,20-FES-DEN,PALABRA,True,General
FIJO,ALBERTO,CINE 2009. UNA SELECCIÓN DE 100 ESTRENOS CINEMATOGRÁFICOS,ENSAYO,ARTE,,—,15-FIJ-CIN,PALABRA,True,General
FLAGG,FANNIE,"BIENVENIDA A ESTE MUNDO, PEQUEÑA",NOVELA,DRAMA,,L-B1,04-FLA-BIE,SALAMANDRA,True,General
FLANAGAN,JOHN,MONTARACES: EL PUENTE EN LLAMAS,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,—,05-FLA-PUE,ALFAGUARA,True,General
FLANAGAN,JOHN,MONTARACES: LA TIERRA DE HIELO,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,—,05-FLA-TIE,ALFAGUARA,True,General
FLANAGAN,JOHN,MONTARACES: LAS RUINAS DE CORLAN,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,—,05-FLA-RUI,ALFAGUARA,True,General
FOLIS,MARCELLO,SIEMPRE CARO,NOVELA,NEGRA,,L-A2,12-FOI-SIE,SALAMANDRA,True,General
FOLLETT,KEN,LAS ALAS DEL ÁGUILA,NOVELA,BÉLICA,,L-A2,02-FOL-ALA,PLAZA & JANÉS,True,General
FORD,MADOX FORD,LA QUINTA REINA,NOVELA,HISTÓRICA,,L-A2,12-FOR-QUI,EDHASA,True,General
FORESTER,CECIL SCOTT, EN LAS INDIAS OCCIDENTALES (VOL. X),NOVELA,HISTÓRICA,,L-A2,12-FOR-IND,EDHASA,True,General
FORESTER,CECIL SCOTT," HORNBLOWER CONTRA EL ""NATIVIDAD"" (VOL. V)",NOVELA,HISTÓRICA,,—,12-FOR-NAT,EDHASA,True,General
FORESTER,CECIL SCOTT,BANDERAS AL VIENTO (VOL. VII),NOVELA,HISTÓRICA,,L-B1,12-FOR-BAN,EDHASA,True,General
FORESTER,CECIL SCOTT,EL COMODORO HORNBLOWER  (VOL. VIII),NOVELA,HISTÓRICA,,L-A2,12-FOR-COM,EDHASA,True,General
FORESTER,CECIL SCOTT,EL GUARDIAMARINA HORNBLOWER  (VOL. I),NOVELA,HISTÓRICA,,—,12-FOR-GUA,EDHASA,True,General
FORESTER,CECIL SCOTT,HORNBLOWER EN ESPAÑA  (VOL. VI),NOVELA,HISTÓRICA,,—,12-FOR-ESP,EDHASA,True,General
FORESTER,CECIL SCOTT,"HORNBLOWER Y EL ""HOTSPUR"" (VOL.III)",NOVELA,HISTÓRICA,,L-A1,12-FOR-HOR,EDHASA,True,General
FORESTER,CECIL SCOTT,LORD HORNBLOWER (VOL. IX),NOVELA,HISTÓRICA,,—,12-FOR-LOR,EDHASA,True,General
FORRELLAD,LUISA,SIEMPRE EN LA CAPILLA,NOVELA,DRAMA,,L-A2,04-FOR-SIE,DESTINO,True,General
FORSTER,E. M.,PASAJE A LA INDIA,NOVELA,HISTÓRICA,,—,12-FOR-PAS,ALIANZA,True,General
FORSYTH,FREDERICK,COBRA,NOVELA,NEGRA,,L-A2,08-FOR-COB,PLAZA & JANÉS,True,General
FORSYTH,FREDERICK,EL AFGANO,NOVELA,BÉLICA,,L-A2,02-FOR-AFG,PLAZA & JANÉS,True,General
FORSYTH,FREDERICK,EL ZORRO,NOVELA,NEGRA,,L-A1,08-FOR-ZOR,PLAZA & JANÉS,True,General
FORSYTH,FREDERICK,LA LISTA,NOVELA,NEGRA,,L-A2,08-FOR-LIS,PLAZA & JANÉS,True,General
FORSYTH,FREDERICK,VENGADOR,NOVELA,NEGRA,,L-A2,08-FOR-VEN,DEBOLSILLO,True,General
FRANCIS,DICK,REFLEX,NOVELA,INGLÉS,,L-B1,18-FRA-REF,PAN,True,General
FRAYN,MICHAEL,JUEGO DE ESPÍAS,NOVELA,NEGRA,,L-A2,12-FRA-JUE,SALAMANDRA,True,General
FRISON-ROCHE,ROGER,GRIETA EN EL GLACIAR,NOVELA,AVENTURAS,,L-A1,01-FRI-GRI,JUVENTUD,True,General
FROSSARD,ANDRÉ,RETRATO DE JUAN PABLO II,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,P-A1,20-FRO-RET,PLANETA,True,General
FUNKE,CORNELIA,MUERTE DE TINTA,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,L-A1,05-FUN-MUE,SIRUELA,True,General
GAARDER,JOSTEIN,EL MISTERIO DEL SOLITARIO,ENSAYO,FILOSOFÍA,,L-B1,13-GAA-MIS,SIRUELA,True,General
GAARDER,JOSTEIN,LA JOVEN DE LAS NARANJAS,NOVELA,CLÁSICA,,L-A2,3-GAA-JOV,DEBOLSILLO,True,General
GALÁN,GABRIEL,CASTELLANAS,POESÍA,—,,—,09-GAL-CAS,AUSTRAL,True,General
GALÁN,GABRIEL,EXTREMEÑAS,POESÍA,—,,—,09-GAL-CAS,AUSTRAL,True,General
GALÁN,GABRIEL,NUEVAS CASTELLANAS,POESÍA,—,,—,09-GAL-CAS,AUSTRAL,True,General
GALBRAITH,ROBERT,EL CANTO DEL CUCO,NOVELA,NEGRA,,L-B1,08-GAL-CAN,ESPASA,True,General
GALERA,GÓMEZ,LAS CORBETAS DEL REY. EL VIAJE ALREDEDOR DEL MUNDO DE ALEJANDRO MALASPINA (1789-1794),ENSAYO,HISTORIA,,—,16-GAL-COR,FUNDACIÓN BBVA,True,General
GALLEGO,RUBÉN,AJEDREZ,NOVELA,NEGRA,●,—,12-GAL-AJE,ALFAGUARA,True,General
GARCÍA CÁRCEL,RICARDO,EL SUEÑO DE LA NACIÓN INDOMABLE. LOS MITOS DE LA GUERRA DE LA INDEPENCIA,ENSAYO,HISTORIA,,—,16-GAR-SUE,TEMAS DE HOY,True,General
GARCÍA DE CORTÁZAR,FERNANDO,HISTORIA DE ESPAÑA. DE ATAPUERCA AL EURO,ENSAYO,HISTORIA,,—,16-GAR-HIS,PLANETA,True,General
GARCIA DEL JUNCO,FRANCISCO,ESO NO ESTABA EN MI LIBRO DE HISTORIA DE ESPAÑA,ENSAYO,HISTORIA,●,P-A1,16-GAR-ESO,BOOKS4POCKET,True,General
GARCÍA LORCA,FEDERICO,ANTOLOGÍA POÉTICA,POESÍA,—,●,—,09-GAR-ANT,BIBLIOTECA EL MUNDO,True,General
GARCÍA LORCA,FEDERICO,LA CASA DE BERNARDA ALBA,TEATRO,—,,L-B2,22-GAR-CAS,CÁTEDRA,True,General
GARCÍA MÁRQUEZ,GABRIEL,EL CORONEL NO TIENE QUIEN LE ESCRIBA,NOVELA,DRAMA,,L-B1,04-GAR-COR,GREDOS,True,General
GARCÍA MÁRQUEZ,GABRIEL,EL GENERAL EN SU LABERINTO,NOVELA,DRAMA,,L-B1,04-GAR-GEN,MONDADORI,True,General
GARCÍA MÁRQUEZ,GABRIELA,NOTICIA DE UN SECUESTRO,ENSAYO,POLÍTICA,,L-A1,17-GAR-NOT,MONDADORI,True,General
GARCÍA PAVÓN,FRANCISCO,HISTORIAS DE PLINIO,NOVELA,NEGRA,,L-B1,08-GAR-HIS,ROTATIVA,True,General
GARCIA SANCHIDRIÁN,MIGUEL,TEATRO  INFANTIL Y JUVENIL,ENSAYO,PEDAGOGÍA/CIENCIA,,—,19-GAR-TEA,EDICIONES INTERNACIONALES UNIVERSITARIAS,True,General
GARCIA SERRANO,RAFAEL,PLAZA DEL CASTILLO,NOVELA,DRAMA,,L-B1,04-GAR-PLA,EL MUNDO,True,General
GARCÍA-PLANAS,PLÀCID,JAZZ EN EL DESPACHO DE HITLER. OTRA FORMA DE VER LAS GUERRAS,ENSAYO,HISTORIA,●,—,16-GAR-JAZ,PENÍNSULA,True,General
GARDAM,JANE,EL VIEJO JUEZ,NOVELA,DRAMA,,L-A2,12-GAR-VIE,SALAMANDRA,True,General
GARDNER,MARTIN,¡AJÁ! PARADOJAS QUE HACEN PENSAR,ENSAYO,PEDAGOGÍA/CIENCIA,,L-A1,19-GAR-AJÁ,RBA,True,General
GÁRDONYI,GÉZA,EL ESCLAVO DE ATILA,NOVELA,HISTÓRICA,,L-A2,06-GAR-ESC,VALDEMAR,True,General
GARITAGOITIA,JOSÉ RAMÓN,EL LEGADO SOCIAL DE JUAN PABLO II,ENSAYO,POLÍTICA,,P-A1,17-GAR-LEG,EUNSA,True,General
GARRIGUES,EDUARDO,LA DAMA DE DUWISIB,NOVELA,DRAMA,,—,04-GAR-DAM,MR EDICIONES,True,General
GASKELL,ELISABETH,LOS AMORES DE SYLVIA,NOVELA,DRAMA,,L-A2,12-GAS-AMO,EDICIONES DEL BRONCE,True,General
GASPARI,ANTONIO,"LOS JUDÍOS, PÍO XII Y LA LEYENDA NEGRA",ENSAYO,HISTORIA,,P-A1,16-GAS-JUD,PLANETA,True,General
GAUDÉ,LAURENT,EL LEGADO DEL REY TSONGOR,NOVELA,NEGRA,,L-B1,12-GAU-LEG,SALAMANDRA,True,General
GAUDÉ,LAURENT,ELDORADO,NOVELA,DRAMA,,—,12-GAU-ELD,SALAMANDRA,True,General
GAUTREAUX,TIM,"EL MISMO SITIO, LAS MISMAS COSAS",NOVELA,DRAMA,●,L-A1,04-GAU-MIS,LA HUERTA GRANDE,True,General
GAUTREAUX,TIM,EL PASO SIGUIENTE EN EL BAILE,NOVELA,DRAMA,●,L-A1,04-GAU-PAS,LA HUERTA GRANDE,True,General
GAUTREAUX,TIM,SIGNALS,RELATO(S),—,,—,18-GAU-SIG,PENGUIN,True,General
GEDA,FABIO,EN EL MAR HAY COCODRILOS,NOVELA,DRAMA,,L-A2,04-GED-MAR,DESTINO,True,General
GHOSH,AMITAV,LA MAREA HAMBRIENTA,NOVELA,DRAMA,●,—,04-GHO-MAR,BOOKET,True,General
GIBBONS,STELLA,LA HIJA DE ROBERT POSTE,NOVELA,DRAMA,●,L-B1,04-GIB-HIJ,IMPEDIMENTA,True,General
GIL POLO,GASPAR,DIANA ENAMORADA,NOVELA,CLÁSICA,,L-A2,03-GIL-DIA,CASTALIA,True,General
GIL Y CARRASCO,ENRIQUE,EL SEÑOR DE BEMBIBRE,NOVELA,CLÁSICA,●,L-A2,12-GIL-SEÑ,CÁTEDRA,True,General
GILLOT,ALAIN,LA LOGICA COTIDIANA DE LA FELICIDAD,NOVELA,DRAMA,,,04-GIL-LOG,ALEVOSIA,True,General
GIMFERRER,JOSÉ MARÍA,ELOGIO DE LA AMISTAD. ANTOLOGÍA DE LOS MEJORES TEXTOS CLÁSICOS SOBRE LA AMISTAD,ENSAYO,FILOSOFÍA,,—,13-GIM-ELO,EL BUEY MUDO,True,General
GINEBRA,GABRIEL,EL JAPONÉS QUE ESTRELLÓ EL TREN PARA GANAR TIEMPO,ENSAYO,PEDAGOGÍA/CIENCIA,,—,19-GIN-JAP,CONECTA,True,General
GINZBURG,NATALIA,LAS PEQUEÑAS VIRTUDES,NOVELA,DRAMA,●,L-A2,12-GIN-PEQ,ACANTILADO,True,General
GIONO,JEAN,EL HOMBRE QUE PLANTABA ÁRBOLES,RELATO(S),—,,L-A1,10-GIO-HOM,TORRE DEL VIENTO,True,General
GIONO,JEAN,EL HÚSAR EN EL TEJADO,NOVELA,DRAMA,●,L-B1,12-GIO-HÚS,ANAGRAMA,True,General
GIORGI,ROSA,EL GRECO,ENSAYO,ARTE,,—,15-GIO-GRE,ELECTA,True,General
GIRONDELLA,JOSÉ MARÍA,HA ESTALLADO LA PAZ,NOVELA,HISTÓRICA,,L-B1,06-GIR-EST,PLANETA,True,General
GLAUSER,FRIEDRICH,"SCHLUMPF, ERWIN: HOMICIDIO",NOVELA,NEGRA,,L-A2,12-GLA-SCH,ACANTILADO,True,General
GLYNN,PAUL,REQUIEM POR NAGASAKI,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,L-A1,20-GLY-REQ,PALABRA,True,General
GÓGOL,NIKOLAI V.,ALMAS MUERTAS,NOVELA,DRAMA,●,L-A1,12-GOG-ALM,BACKLIST,True,General
GOLDMAN,WILLIAM,LA PRINCESA PROMETIDA,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,L-B1,05-GOL-PRIN,MR,True,General
GOMBRICH,ERNST H.,MEDITACIONES SOBRE UN CABALLO DE JUGUETE Y OTROS ENSAYOS SOBRE TEORÍA DEL ARTE,ENSAYO,ARTE,●,P-A2,12-GOM-MED,DEBATE,True,General
GÓMEZ BORREGO,PALOMA,LA ALEGRÍA,ENSAYO,PEDAGOGÍA/CIENCIA,,P-A1,19-GOM-ALE,MR,True,General
GÓMEZ BORRERO,PALOMA,LOS FANTASMAS DE ROMA,NOVELA,HISTÓRICA,,L-A2,06-GOM-FAN,PLAZA & JANÉS,True,General
GÓMEZ DE LA SERNA,RAMÓN,EL CABALLERO DEL HONGO GRIS,NOVELA,DRAMA,,L-B1,04-GOM-CAB,SALVAT,True,General
GÓMEZ PÉREZ,RAFAEL,MEMORIA DEL FUTURO. 21 CLÁSICOS PARA EL SIGLO XXI,ENSAYO,ARTE,,—,15-GOM-MEM,RIALP,True,General
GÓNGORA,LUIS,POESÍA,POESÍA,—,,L-A1,09-GON-POE,DEBOLSILLO,True,General
GONZÁLEZ,LUIS DANIEL,BIENVENIDOS A LA FIESTA. GUIA DE LECTURAS.,ENSAYO,PEDAGOGÍA/CIENCIA,,P-A2,19-GON-BIE,CIE,True,General
GONZÁLEZ,LUIS DANIEL,TESOROS PARA LA MEMORIA. GRANDES NOVELAS JUVENILES,ENSAYO,PEDAGOGÍA/CIENCIA,,—,19-GON-TES,CIE,True,General
GONZÁLEZ DE DURANA,JAVIER,ADOLFO GUIARD. EL PRIMER ARTISTA MODERNO,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,—,12-GON-ADO,MUELLE DE URIBITARTE,True,General
GONZÁLEZ RUIZ,NICOLÁS,TEATRO TEOLÓGICO ESPAÑOL: TOMO I,TEATRO,—,,L-A1,11-GON-TE1,BAC,True,General
GONZÁLEZ RUIZ,NICOLÁS,TEATRO TEOLÓGICO ESPAÑOL: TOMO II,TEATRO,—,,L-A1,11-GON-TE2,BAC,True,General
GOÑI,CARLOS,UNA DE ROMANOS. UN PASEO POR LA HISTORIA DE ROMA,ENSAYO,HISTORIA,,—,16-GOÑ-UNA,ARIEL,True,General
GORDON,NOAH,CHAMÁN,NOVELA,HISTÓRICA,,L-B2,22-GOR-CHA,EDICIONES B,True,General
GORDON,NOAH,LA BODEGA,NOVELA,HISTÓRICA,,L-A2,06-GOR-BOD,ROCA,True,General
GORE,AL,UNA VERDAD INCÓMODA,ENSAYO,POLÍTICA,,—,17-GOR-VER,GEDISA,True,General
GRACIÁN,BALTASAR,EL CRITICÓN I,NOVELA,CLÁSICA,,L-A2,12-GRA-CR1,FERNI,True,General
GRACIÁN,BALTASAR,EL CRITICÓN II,NOVELA,CLÁSICA,,L-A2,12-GRA-CR2,FERNI,True,General
GRAHAME,KENNETH,EL VIENTO EN LOS SAUCES,NOVELA,AVENTURAS,●,L-A1,12-GRA-VIE,VALDEMAR,True,General
GRAU,JACINTO,EL SEÑOR DE PIGMALIÓN,TEATRO,—,,L-B1,11-GRA-SEÑ,ANAYA,True,General
GRAVES,ROBERT,LA HIJA DE HOMERO,NOVELA,HISTÓRICA,,L-A2,12-GRA-HIJ,EDHASA,True,General
GREEN,GRAHAM,BRIGHTON PARQUE DE ATRACCIONES,NOVELA,NEGRA,,L-B1,08-GRE-BRI,CÍRCULO DE LECTORES,True,General
GREEN,GRAHAM,EL DÉCIMO HOMBRE,NOVELA,NEGRA,●,L-A1,08-GRE-DÉC,PLANETA,True,General
GREEN,JULIEN,ADRIENNE MESURAT,NOVELA,DRAMA,,L-A2,04-GRE-ADR,CÍRCULO DE LECTORES,True,General
GREENE,GRAHAM,EL FACTOR HUMANO,NOVELA,NEGRA,●,L-B1,08-GRE-FAC,ARGOS VERGARA,True,General
GREENE,GRAHAM,EL PODER Y LA GLORIA,NOVELA,NEGRA,,L-A2,08-GRE-POD,CARALT,True,General
GREENE,GRAHAM,EL REVÉS DE LA TRAMA,NOVELA,NEGRA,,L-B2,22-GRE-REV,SEIX BARRAL,True,General
GRIMM,HERMANOS,CUENTOS DE LOS HERMANOS GRIMM,RELATO(S),—,,L-A1,10-GRI-CUE,NOGUER,True,General
GRIS,EDUARDO,LOS PILARES DEL CIELO,NOVELA,DRAMA,●,L-A1,04-GRI-PIL,RIALP,True,General
GRISHAM,JOHN,AJUSTE DE CUENTAS,NOVELA,NEGRA,,L-A2,08-GRI-AJU,PLAZA & JANÉS,True,General
GRISHAM,JOHN,CÁMARA DE GAS,NOVELA,NEGRA,,L-B1,08-GRI-CAM,PLANETA,True,General
GRISHAM,JOHN,CAUSA JUSTA,NOVELA,NEGRA,,L-A2,08-GRI-CAU,EDICIONES B,True,General
GRISHAM,JOHN,EL ACUSADO,NOVELA,NEGRA,,L-A2,08-GRI-ACU,MONDADORI,True,General
GRISHAM,JOHN,EL CLIENTE,NOVELA,NEGRA,●,L-B1,08-GRI-CLI,BOOKET,True,General
GRISHAM,JOHN,EL ESTAFADOR,NOVELA,NEGRA,,L-A2,08-GRI-EST,PLAZA & JANÉS,True,General
GRISHAM,JOHN,EL INTERCAMBIO,NOVELA,NEGRA,,L-A2,8-GRI-INT,PLAZA & JANÉS,True,General
GRISHAM,JOHN,EL MISTERIO DE GRAY MOUNTAIN,NOVELA,NEGRA,,L-B2,22-GRI-MIS,PLAZA & JANÉS,True,General
GRISHAM,JOHN,EL PROYECTO WILLIAMSON,NOVELA,NEGRA,,L-B1,08-GRI-PRO,EDICIONES B,True,General
GRISHAM,JOHN,EL REY DE LOS PLEITOS,NOVELA,NEGRA,,L-B2,22-GRI-REY,EDICIONES B,True,General
GRISHAM,JOHN,EL SOBORNO,NOVELA,NEGRA,,L-B1,08-GRI-SOB,PLAZA & JANÉS,True,General
GRISHAM,JOHN,EL SOCIO,NOVELA,NEGRA,,L-B1,08-GRI-SOC,EDICIONES B,True,General
GRISHAM,JOHN,EL ÚLTIMO JURADO,NOVELA,NEGRA,,L-B1,08-GRI-ULT,EDICIONES B,True,General
GRISHAM,JOHN,EL ÚLTIMO PARTIDO,NOVELA,NEGRA,,L-A2,08-GRI-ULT,EDICIONES B,True,General
GRISHAM,JOHN,LA APELACIÓN,NOVELA,NEGRA,,L-B1,08-GRI-APE,PLAZA & JANÉS,True,General
GRISHAM,JOHN,LA CITACIÓN,NOVELA,NEGRA,,L-A2,08-GRI-CIT,EDICIONES B,True,General
GRISHAM,JOHN,LA GRAN ESTAFA,NOVELA,NEGRA,,—,08-GRI-GRA,PLAZA & JANÉS,True,General
GRISHAM,JOHN,LA GRANJA,NOVELA,NEGRA,,L-B1,08-GRI-GRA,EDICIONES B,True,General
GRISHAM,JOHN,LA HERENCIA,NOVELA,NEGRA,,L-B1,08-GRI-HER,PLAZA & JANÉS,True,General
GRISHAM,JOHN,LA HERMANDAD,NOVELA,NEGRA,,L-B1,08-GRI-HER,EDICIONES B,True,General
GRISHAM,JOHN,LA TRAMPA,NOVELA,NEGRA,,L-B2,22-GRI-TRA,PLAZA & JANÉS,True,General
GRISHAM,JOHN,LA VIUDA,NOVELA,NEGRA,,L-A2,8-GRI-VIU,PLAZA & JANÉS,True,General
GRISHAM,JOHN,LOS ADVERSARIOS,NOVELA,NEGRA,,L-A2,8-GRI-ADV,DEBOLSILLO,True,General
GRISHAM,JOHN,LOS LITIGANTES,NOVELA,NEGRA,,L-B1,08-GRI-LIT,PLAZA & JANÉS,True,General
GRISHAM,JOHN,UN ABOGADO REBELDE,NOVELA,NEGRA,,L-A2,08-GRI-ABO,PLAZA & JANÉS,True,General
GROSSMAN,VASILI,VIDA Y DESTINO,NOVELA,DRAMA,●,L-A1,04-GRO-VID,CÍRCULO DE LECTORES,True,General
GROUCHO MARX,,CAMAS,RELATO(S),—,,—,12-MAR-CAM,TUSQUETS,True,General
GROUSSET,RENÉ,LA EPOPEYA DE LAS CRUZADAS,ENSAYO,HISTORIA,,P-A2,16-GRO-EPO,PALABRA,True,General
GSTREIN,NORBERT,LOS AÑOS INGLESES,NOVELA,BÉLICA,●,—,12-GST-AÑO,TUSQUETS,True,General
GUARESCHI,GIOVANNI,EL AÑO DE DON CAMILO,NOVELA,AVENTURAS,,L-A1,01-GUA-AÑO,PLANETA,True,General
GUARESCHI,GIOVANNI,EL CAMARADA DON CAMILO,NOVELA,AVENTURAS,●,L-A1,01-GUA-CAM,NOGUER,True,General
GUARESCHI,GIOVANNI,ESA GENTE,NOVELA,AVENTURAS,,L-A1,01-GUA-GEN,PLANETA,True,General
GUARESCHI,GIOVANNI,LA VUELTA DE DON CAMILO,NOVELA,AVENTURAS,,L-A1,01-GUA-VUE,PLANETA,True,General
GUARESCHI,GIOVANNI,LOS DEL TERRUÑO. PEQUEÑO MUNDO BURGUÉS,NOVELA,AVENTURAS,,L-A2,01-GUA-TER,PLANETA,True,General
GUDÍN,MARÍA,MAR ABIERTA,NOVELA,HISTÓRICA,●,L-A1,20-GUD-MAR,GRIJALBO,True,General
"GUEMBE, PILAR","GOÑI, CARLOS",NO ME RALLES.  CLAVES PARA HABLAR CON HIJOS ADOLESCENTES,ENSAYO,PEDAGOGÍA/CIENCIA,,—,19-GUE-NOM,NABLA,True,General
GUILLÉN,JORGE,AIRE NUESTRO. CLAMOR,POESÍA,—,,L-A2,09-GUI-CLA,ANAYA & MUCHNIK,True,General
GUILLÉN,JORGE,ANTOLOGÍA,POESÍA,—,,L-A2,09-GUI-ANT,PLAZA & JANÉS,True,General
GUILLÉN,JORGE,ANTOLOGÍA DE AIRE NUESTRO,POESÍA,—,,L-A2,09-GUI-AIR,LOSADA,True,General
GUILLÉN,JORGE,DESNUDO,POESÍA,—,,—,09-GUI-DES,BIBLIOTECA EL PAÍS,True,General
GUITRY,SACHA,MEMORIAS DE UN TRAMPOSO,NOVELA,AVENTURAS,●,—,12-GUI-MEM,PERIFÉRICA,True,General
GUITTON,JEAN,MI TESTAMENTO FILOSÓFICO,ENSAYO,FILOSOFÍA,●,P-A2,12-GUI-TES,ENCUENTRO,True,General
