apellido,nombre,titulo,genero,tema,recomendado,calificacion,codigo,editorial,disponible,zona
BUCK,PEARL S.,LA BUENA TIERRA,NOVELA,DRAMA,●,L-B1,04-BUC-BUE,JUVENTUD,True,General
BUERO VALLEJO,ANTONIO,SUMMA: EL CONCIERTO DE SAN OVIDIO,TEATRO,—,,L-B1,12-BUE-SUM,AUSTRAL,True,General
BUERO VALLEJO,ANTONIO,SUMMA: EL SUEÑO DE LA RAZÓN,TEATRO,—,,L-B1,12-BUE-SUM,AUSTRAL,True,General
BUERO VALLEJO,ANTONIO,SUMMA: EL TRAGALUZ,TEATRO,—,●,L-B1,12-BUE-SUM,AUSTRAL,True,General
BUERO VALLEJO,ANTONIO,SUMMA: EN LA ARDIENTE OSCURIDAD,TEATRO,—,●,L-B1,12-BUE-SUM,AUSTRAL,True,General
BUERO VALLEJO,ANTONIO,SUMMA: HISTORIA DE UNA ESCALERA,TEATRO,—,●,L-A2,12-BUE-SUM,AUSTRAL,True,General
BUERO VALLEJO,ANTONIO,SUMMA: LA FUNDACIÓN,TEATRO,—,,L-B1,12-BUE-SUM,AUSTRAL,True,General
BUERO VALLEJO,ANTONIO,SUMMA: LA MISIÓN AL PUEBLO DESIERTO,TEATRO,—,,—,12-BUE-SUM,AUSTRAL,True,General
BULGAKOV,MIJAÍL,MORFINA,NOVELA,DRAMA,●,L-A2,12-BUL-MOR,ANAGRAMA,True,General
BUNIN,IVAN,EL MAESTRO,NOVELA,DRAMA,,L-A2,04-FAU-CIU,-,True,General
"BURPO, TODD","VINCENT, LYNN",EL CIELO ES REAL,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,P-B1,20-BUR-CIE,ZETA,True,General
BUTTIGLIONE,ROCCO,LA PERSONA Y LA FAMILIA,ENSAYO,PEDAGOGÍA/CIENCIA,,P-A1,19-BUT-PER,PALABRA,True,General
CABALLERO,FERNÁN,LA FAMILIA DE ALVAREDA,NOVELA,DRAMA,,L-A2,04-CAB-FAM,CARALT,True,General
CABEZA DE VACA,ÁLVAR NUÑEZ,NAUFRAGIOS,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,●,L-A1,20-CAB-NAV,ORBIS,True,General
CABOT,JOSEP TOMÁS,INESPERADO ARCÁNGEL DE LA MAÑANA,NOVELA,HISTÓRICA,,L-B1,06-CAB-INE,PLANETA,True,General
CACHO,JESÚS,EL NEGOCIO DE LA LIBERTAD,ENSAYO,POLÍTICA,,—,17-CAC-NEG,FOCA,True,General
CACUCCI,PINO,SAN ISIDRO FÚTBOL,NOVELA,AVENTURAS,,—,01-CAC-SAN,ROCA,True,General
CADALSO,JOSÉ,CARTAS MARRUECAS,TEATRO,—,,L-A2,11-CAD-CAR,CÁTEDRA,True,General
CADALSO,JOSÉ,NOCHES LÚGUBRES,TEATRO,—,●,L-B1,11-CAD-CAR,CÁTEDRA,True,General
CALDERÓN DE LA BARCA,PEDRO ,EL GRAN MERCADO DEL MUNDO,TEATRO,—,●,L-A1,11-CAL-GRAN,CÁTEDRA,True,General
CALDERÓN DE LA BARCA,PEDRO ,EL GRAN TEATRO DEL MUNDO,TEATRO,—,●,L-A1,11-CAL-GRAN,CÁTEDRA,True,General
CALDERÓN DE LA BARCA,PEDRO ,EL MÁGICO PRODIGIOSO,TEATRO,—,●,L-A1,12-CAL-MAG,CÁTEDRA,True,General
CALDWELL,TAYLOR,EL GRAN LEÓN DE DIOS,NOVELA,HISTÓRICA,,L-B2,22-CAL-GRA,MAEVA,True,General
CALDWELL,TAYLOR,LA COLUMNA DE HIERRO,NOVELA,HISTÓRICA,,L-B1,06-CAL-COL,MAEVA,True,General
CALDWELL,TAYLOR,LA TIERRA DEL SEÑOR,NOVELA,HISTÓRICA,,L-B1,06-CAL-TIE,MAEVA,True,General
CALDWELL,TAYLOR,MÉDICO DE CUERPOS Y ALMAS,NOVELA,HISTÓRICA,,L-B2,22-CAL-MED,MARTÍNEZ ROCA,True,General
"CALDWELL, IAN","THOMASON, DUSTIN",EL ENIGMA DEL CUATRO,NOVELA,HISTÓRICA,,—,06-CAL-ENI,MARTÍNEZ ROCA,True,General
CALVINO,ITALO,EL BARÓN RAMPANTE,NOVELA,AVENTURAS,●,L-B1,01-CAL-BAR,SIRUELA,True,General
CALVINO,ITALO,EL VISCONDE DEMEDIADO,NOVELA,FANTASÍA/CIENCIA FICCIÓN,●,L-A1,05-CAL-VIZ,SIRUELA,True,General
CALVINO,ITALO,MARCOVALDO,NOVELA,AVENTURAS,●,L-A1,01-CAL-MAR,SIRUELA,True,General
CALVO POYATO,JOSÉ,EL GRAN CAPITÁN,NOVELA,HISTÓRICA,,L-A1,06-CAL-GRA,PLAZA & JANÉS,True,General
CAMBRONERO,CARLOS,ISABEL II,ENSAYO,HISTORIA,,P-A1,16-CAM-ISA,PALABRA,True,General
CANAVAGGIO,JEAN,CERVANTES,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,●,P-A2,20-CAN-CER,ESPASA,True,General
CANIN,ETHAN,AL OTRO LADO DEL MAR,NOVELA,BÉLICA,●,L-B1,12-CAN-OTR,SALAMANDRA,True,General
CAPOTE,TRUMAN,A SANGRE FRÍA,NOVELA,DRAMA,●,L-B1,12-CAP-SAN,ANAGRAMA,True,General
CAPOTE,TRUMAN,EL ARPA DE HIERBA,NOVELA,DRAMA,●,L-B1,12-CAP-ARP,ANAGRAMA,True,General
CAPOTE,TRUMAN,LOS PERROS LADRÁN,NOVELA,DRAMA,●,L-A2,12-CAP-PER,ANAGRAMA,True,General
CAPOTE,TRUMAN,NIÑOS EN SU CUMPLEAÑOS,RELATO(S),—,●,—,10-CAP-NIÑ,NÓRDICA,True,General
CÁRCEL ORTÍ,VICENTE,LA PERSECUCIÓN RELIGIOSA EN ESPAÑA DURANTE LA SEGUNDA REPÚBLICA (1931-1939),ENSAYO,HISTORIA,,P-A1,16-CAR-PER,RIALP,True,General
CÁRCEL ORTÍ,VICENTE,LA PERSECUCIÓN RELIGIOSA EN ESPAÑA DURANTE LA SEGUNDA REPÚBLICA (1931-1939),ENSAYO,HISTORIA,,P-A1,16-CAR-PER,RIALP,True,General
CARMAN,PATRICK,EL PLANETA OSCURO 3,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,—,05-CAR-PLA,EDICIONES B,True,General
CARMAN,PATRICK,RÍOS DE FUEGO 2,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,L-A1,05-CAR-RIO,EDICIONES B,True,General
CARMONA MUELA,JUAN ANTONIO,ICONOGRAFÍA CRISTIANA,ENSAYO,ARTE,,—,15-CAR-ICO,AKAL,True,General
CARR,CALEB,EL ALIENISTA,NOVELA,NEGRA,,L-B2,22-CAR-ALI,CÍRCULO DE LECTORES,True,General
CARROLL,LEWIS,ALICIA A TRAVÉS DEL ESPEJO,NOVELA,FANTASÍA/CIENCIA FICCIÓN,●,L-A1,12-CAR-ALI,EDHASA,True,General
CARROLL,LEWIS,ALICIA EN EL PAÍS DE LAS MARAVILLAS,NOVELA,FANTASÍA/CIENCIA FICCIÓN,●,L-A1,12-CAR-ALI,EDHASA,True,General
CARROLL,LEWIS,LA CAZA DEL SNARK,NOVELA,FANTASÍA/CIENCIA FICCIÓN,●,L-A1,12-CAR-ALI,EDHASA,True,General
CARROLL,LEWIS,SILVIA Y BRUNO,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,L-A1,12-CAR-SIL,EDHASA,True,General
CARTARESCU,MIRCEA,POR QUÉ NOS GUSTAN LAS MUJERES,RELATO(S),—,,—,12-CAR-POR,FUNANBULISTA,True,General
CASONA,ALEJANDRO,LA SIRENA VARADA,TEATRO,—,,L-A2,12-CAS-SIR,AUSTRAL,True,General
CASONA,ALEJANDRO,LOS ÁRBOLES MUEREN DE PIE,TEATRO,—,,L-A2,12-CAS-SIR,AUSTRAL,True,General
CASONA,ALEJANDRO,OBRAS COMPLETAS TOMO I,TEATRO,—,,L-A2,12-CAS-OB1,AGUILAR,True,General
CASONA,ALEJANDRO,OBRAS COMPLETAS TOMO II,TEATRO,—,,L-A2,12-CAS-OB2,AGUILAR,True,General
CATHER,WILLA,LA MUERTE LLAMA AL ARZOBISPO,NOVELA,AVENTURAS,,L-A2,12-CAT-MUE,CÁTEDRA,True,General
CATHER,WILLA,PIONEROS,NOVELA,DRAMA,,L-A1,12-CAT-PIO,ALBA,True,General
CAVA MESA,MARÍA JESÚS,ALEJANDRO DE LA SOTA. UN DANDY BILBAINO,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,—,12-CAV-ALE,MUELLE DE URIBITARTE,True,General
CAVA MESA,MARÍA JESÚS,PEDRO ARRUPE. JESUITA Y BILBAÍNO UNIVERSAL,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,—,12-CAV-PED,MUELLE DE URIBITARTE,True,General
CEJAS,JOSÉ MIGUEL,EL BAILE TRAS LA TORMENTA,ENSAYO,FILOSOFÍA,,P-A1,13-CEJ-BAI,RIALP,True,General
CELA,CAMILO JOSÉ,CAFÉ DE ARTISTAS Y OTROS CUENTOS,RELATO(S),—,,L-A2,10-CEL-CAF,SALVAT,True,General
CELAYA,GABRIEL,"BUENOS DÍAS, BUENAS NOCHES",POESÍA,—,,—,09-CEL-BUE,HIPERIÓN,True,General
CERCAS,JAVIER,EL IMPOSTOR,NOVELA,DRAMA,,L-A2,04-CER-IMP,CÍRCULO DE LECTORES,True,General
CERCAS,JAVIER,EL INQUILINO,NOVELA,DRAMA,●,L-B1,12-CER-INQ,ACANTILADO,True,General
CERCAS,JAVIER,LA VELOCIDAD DE LA LUZ,NOVELA,BÉLICA,●,L-B1,12-CER-VEL,TUSQUETS,True,General
CERCAS,JAVIER,TERRA ALTA,NOVELA,NEGRA,,L-B1,08-CER-TER,PLANETA,True,General
CERVANTES,MIGUEL,DON QUIJOTE DE LA MANCHA,NOVELA,AVENTURAS,●,L-A2,01-CER-DO1,ORBIS,True,General
CERVANTES,MIGUEL,DON QUIJOTE DE LA MANCHA,NOVELA,AVENTURAS,●,L-A2,01-CER-DO2,ORBIS,True,General
CERVANTES,MIGUEL,DON QUIJOTE DE LA MANCHA,NOVELA,AVENTURAS,,L-A1,01-CER-DON,ESPASA-CALPE,True,General
CERVANTES,MIGUEL,DON QUIJOTE DE LA MANCHA,NOVELA,AVENTURAS,,L-A1,12-CER-DO1,ESPASA-CALPE,True,General
CERVANTES,MIGUEL,DON QUIJOTE DE LA MANCHA,NOVELA,AVENTURAS,,L-A1,12-CER-DO2,ESPASA-CALPE,True,General
CERVANTES,MIGUEL,DON QUIJOTE DE LA MANCHA,NOVELA,AVENTURAS,,L-A1,12-CER-DO3,ESPASA-CALPE,True,General
CERVANTES,MIGUEL,DON QUIJOTE DE LA MANCHA,NOVELA,AVENTURAS,,L-A1,12-CER-DO4,ESPASA-CALPE,True,General
CERVANTES,MIGUEL,OBRAS COMPLETAS I,TEATRO,—,,L-A1,12-CER-OB1,CÁTEDRA,True,General
CERVANTES,MIGUEL,OBRAS COMPLETAS II,TEATRO,—,,L-A1,12-CER-OB2,CÁTEDRA,True,General
CHANDLER,DAVID,LAS CAMPAÑAS DE NAPOLEÓN,ENSAYO,HISTORIA,●,—,12-CHA-CAM,ESFERA DE LOS LIBROS,True,General
CHANDLER,RAYMOND,EL SUEÑO ETERNO,NOVELA,NEGRA,●,L-B1,12-CHA-SUE,ALIANZA,True,General
CHAPPELL,FRED,ME VOY CON VOSOTROS PARA SIEMPRE,NOVELA,DRAMA,,L-A2,12-CHA-VOY,LIBROS DEL ASTEROIDE,True,General
CHARRUAU,JUAN,UNA FAMILIA DE BANDIDOS EN 1973,NOVELA,AVENTURAS,,—,01-CHA-UNA,GAUDETE,True,General
CHAUVEL,GENEVIÈVE,SALADINO,NOVELA,HISTÓRICA,,L-B1,12-CHA-SAL,EDHASA,True,General
CHAVES NOGALES,MANUEL,A SANGRE Y FUEGO,ENSAYO,POLÍTICA,●,L-B1,12-CHA-SAN,LIBROS DEL ASTEROIDE,True,General
CHEJOV,ANTÓN,EL VIOLÍN DE LOS ROTHSCHILD Y OTROS RELATOS,RELATO(S),—,●,L-A2,10-CHE-VIO,ALIANZA,True,General
CHEJOV,ANTÓN,LA GAVIOTA,TEATRO,—,●,L-B1,12-CHE-TIO,ALBA,True,General
CHEJOV,ANTÓN,TÍO VANIA,TEATRO,—,●,L-B1,12-CHE-TIO,NÓRDICA,True,General
CHENG,NIEN,LA DAMA DE SHANGHAI,NOVELA,DRAMA,,P-A2,04-CHE-DAM,MR ,True,General
CHESTERTON,GILBERT KEITH,EL HOMBRE QUE SABÍA DEMASIADO,NOVELA,NEGRA,●,L-A1,12-CHE-HOM,ACANTILADO,True,General
CHESTERTON,GILBERT KEITH,HEREJES,ENSAYO,HISTORIA,,P-A1,12-CHE-HER,ACANTILADO,True,General
CHESTERTON,GILBERT KEITH,LOS RELATOS DEL PADRE BROWN,RELATO(S),—,●,L-A2,12-CHE-REL,ACANTILADO,True,General
CHESTERTON,GILBERT KEITH,OBRAS COMPLETAS: BIOGRAFÍAS,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,P-A1,20-CHE-OB4,PLAZA & JANÉS,True,General
CHESTERTON,GILBERT KEITH,OBRAS COMPLETAS: PADRE BROWN,NOVELA,NEGRA,,L-A2,20-CHE-OB2,PLAZA & JANÉS,True,General
CHESTERTON,GILBERT KEITH,ROBERT LOUIS STEVENSON,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,●,L-A1,20-CHE-ROB,PRE-TEXTOS,True,General
CHILD,LINCOLN,TORMENTA,NOVELA,NEGRA,,L-A2,08-CHI-TOR,PLAZA & JANÉS,True,General
CHOMSKY,NOAM,2001-09-11 00:00:00,ENSAYO,POLÍTICA,●,L-A2,17-CHO-11S,RBA,True,General
CHOMSKY,NOAM,DOS HORAS DE LUCIDEZ. IDEARIO DEL ÚLTIMO PENSADOR REBELDE DEL MILENIO,ENSAYO,POLÍTICA,,—,17-CHO-DOS,PENÍNSULA,True,General
CHOMSKY,NOAM,UNA NUEVA GENERACIÓN DICTA LAS REGLAS,ENSAYO,POLÍTICA,,—,17-CHO-NUE,CRÍTICA,True,General
CHRISTIE,AGATHA,A MURDER IS ANNOUNCED,NOVELA,INGLÉS,,L-A1,18-CHR-ANN,FONTANA,True,General
CHRISTIE,AGATHA,AUTOBIOGRAFÍA,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,P-A2,20-CHR-AUT,MOLINO,True,General
CHRISTIE,AGATHA,CURTAIN: POIROT´S LAST CASE,NOVELA,INGLÉS,,—,18-CHR-CUR,FONTANA,True,General
CHRISTIE,AGATHA,DESPUÉS DEL FUNERAL,NOVELA,NEGRA,,—,08-CHR-MUE,CÍRCULO DE LECTORES,True,General
CHRISTIE,AGATHA,DIEZ NEGRITOS,NOVELA,NEGRA,,L-A1,08-CHR-DIE,DEBOLSILLO,True,General
CHRISTIE,AGATHA,DIEZ NEGRITOS,NOVELA,NEGRA,●,L-A1,08-CHR-DIE,RBA,True,General
CHRISTIE,AGATHA,LA CASA TORCIDA,NOVELA,NEGRA,,L-A1,08-CHR-CAS,MOLINO,True,General
CHRISTIE,AGATHA,LA CASA TORCIDA,NOVELA,NEGRA,,L-A1,08-CHR-DIE,DEBOLSILLO,True,General
CHRISTIE,AGATHA,LA MUERTE DE LORD EDGWARE,NOVELA,NEGRA,,—,08-CHR-MUE,CÍRCULO DE LECTORES,True,General
CHRISTIE,AGATHA,LA RATONERA,NOVELA,NEGRA,,L-A1,08-CHR-RAT,RBA,True,General
CHRISTIE,AGATHA,MURDER IN MESOPOTAMIA,NOVELA,INGLÉS,,L-A1,18-CHR-MES,FONTANA,True,General
CHRISTIE,AGATHA,MURDER IS EASY,NOVELA,INGLÉS,,L-A1,18-CHR-EAS,FONTANA,True,General
CHRISTIE,AGATHA,THE CLOCKS,NOVELA,INGLÉS,,L-A1,18-CHR-CLO,FONTANA,True,General
CHRISTIE,AGATHA,THE MURDER OF ROGER ACKROYD,NOVELA,INGLÉS,,L-A1,18-CHR-MUR,FONTANA,True,General
CHRISTIE,AGATHA,WHY DIDN´T THEY ASK EVANS?,NOVELA,INGLÉS,,—,18-CHR-WHY,FONTANA,True,General
CHUDOBA,BOHDAN,RUSIA Y EL ORIENTE DE EUROPA,ENSAYO,HISTORIA,,P-B1,16-CHU-RUS,RIALP,True,General
CICERÓN,,CATILINARIAS,ENSAYO,FILOSOFÍA,,—,13-CIC-CAT,GREDOS,True,General
CICERÓN,,LA AMISTAD,ENSAYO,FILOSOFÍA,,L-A2,13-CIC-AMI,TEMAS DE HOY,True,General
CLANCY,TOM,CLAVE RED RABBIT,NOVELA,NEGRA,,L-B1,08-CLA-CLA,PLANETA,True,General
CLANCY,TOM,DEUDA DE HONOR,NOVELA,BÉLICA,,L-B1,02-CLA-DEU,PLANETA,True,General
CLANCY,TOM,GUERREROS EN LA SOMBRA,NOVELA,BÉLICA,,—,02-CLA-GUE,SALVAT,True,General
CLANCY,TOM,LA CAZA DEL SUBMARINO RUSO,NOVELA,NEGRA,,L-A1,08-CLA-CAZ,PLAZA & JANÉS,True,General
CLANCY,TOM,LAS FAUCES DEL TIGRE,NOVELA,NEGRA,,L-B1,08-CLA-FAU,PLANETA,True,General
CLANCY,TOM,OPERACIÓN RAINBOW,NOVELA,BÉLICA,,L-B1,02-CLA-OPE,PLANETA,True,General
CLANCY,TOM,ÓRDENES EJECUTIVAS 1,NOVELA,BÉLICA,,L-B1,02-CLA-OR1,PLANETA,True,General
CLANCY,TOM,ÓRDENES EJECUTIVAS 2,NOVELA,BÉLICA,,L-B1,02-CLA-OR2,PLANETA,True,General
CLANCY,TOM,THE TEETH OF THE TIGER,NOVELA,INGLÉS,,L-B1,18-CLA-TEE,PUTNAM,True,General
"CLANCY, TOM","PIECZENIK, STEVE",OP-CENTER,NOVELA,BÉLICA,,L-A2,02-CLA-OPC,PLANETA,True,General
"CLANCY, TOM","PIECZENIK, STEVE",OP-CENTER. EL SILENCIO DEL KREMLIN,NOVELA,BÉLICA,,L-A2,02-CLA-SIL,BOOKET,True,General
"CLANCY, TOM","PIECZENIK, STEVE",OP-CENTER. EQUILIBRIO DE PODER,NOVELA,BÉLICA,,L-A2,02-CLA-EQU,PLANETA,True,General
"CLANCY, TOM","PIECZENIK, STEVE",OP-CENTER. JUEGOS DE ESTADO,NOVELA,BÉLICA,,L-B1,02-CLA-JUE,PLANETA,True,General
CLARK,MARY HIGGINS,¿DÓNDE TE ESCONDES?,NOVELA,NEGRA,,L-A1,08-CLA-DON,PLAZA & JANÉS,True,General
CLARK,MARY HIGGINS,EL SECRETO DE LA NOCHE,NOVELA,NEGRA,,L-A2,08-CLA-SEC,PLAZA & JANÉS,True,General
CLARK,MARY HIGGINS,EL ÚLTIMO ADIÓS,NOVELA,NEGRA,,L-B1,08-CLA-ULT,PLAZA & JANÉS,True,General
CLARK,MARY HIGGINS,ESCONDIDO EN LAS SOMBRAS,NOVELA,NEGRA,,L-A1,08-CLA-ESC,DEBOLSILLO,True,General
CLARK,MARY HIGGINS,PÉRDIDA EN SU MEMORIA,NOVELA,NEGRA,,L-A2,08-CLA-PER,PLAZA & JANÉS,True,General
CLARK,MARY HIGGINS,RECUERDOS DE OTRA VIDA,NOVELA,NEGRA,,—,08-CLA-REC,PLAZA & JANÉS,True,General
CLARKE,SUSANNA,JONATHAN STRANGE Y EL SEÑOR NORRELL,NOVELA,AVENTURAS,,L-A2,12-CLA-JON,SALAMANDRA,True,General
COBEN,HARLAN,EL MIEDO MÁS PROFUNDO,NOVELA,NEGRA,,—,08-COB-MIE,RBA,True,General
COELHO,PAULO,EL ALQUIMISTA,NOVELA,AVENTURAS,,L-B1,01-COE-ALQ,PLANETA,True,General
COHEN,JOSHUA,LOS NETANYAHUS,NOVELA,BIOGRAFÍA/AUTOBIOGRAFÍA,,L-A1,16-COH-NET,DE CONATUS,True,General
COLINAS,ANTONIO,LARGA CARTA A LA FRANCESA,NOVELA,DRAMA,,—,04-COL-LAR,SEIX BARRAL,True,General
COLLINS,SUZANNE,LOS JUEGOS DEL HAMBRE,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,L-A2,05-COL-JUE,MOLINO,True,General
COLLINS,SUZANNE,LOS JUEGOS DEL HAMBRE: EN LLAMAS,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,L-B1,05-COL-LLA,MOLINO,True,General
COLLINS,WILKIE,ARMADALE,NOVELA,DRAMA,●,L-A2,04-COL-ARM,EDICIONES B,True,General
COLLINS,WILKIE,EL HOTEL ENCANTADO,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,—,05-COL-HOT,MONTESINOS,True,General
COLLINS,WILKIE,EL SECRETO,NOVELA,DRAMA,,L-A2,12-COL-SEC,RIALP,True,General
COLLINS,WILKIE,EL SECRETO DE SARAH,NOVELA,NEGRA,,L-A2,08-COL-SEC,MONTESINOS,True,General
COLLINS,WILKIE,LA DAMA DE BLANCO,NOVELA,DRAMA,,L-A2,04-COL-DAM,BOOKET,True,General
COLLINS,WILKIE,THE MOONSTONE,NOVELA,INGLÉS,●,L-A2,18-COL-MOO,PENGUIN,True,General
COLLINS,WILKIE,THE WOMAN IN WHITE,NOVELA,INGLÉS,●,L-A2,18-COL-WOM,PENGUIN,True,General
COLOMA,LUIS,JEROMÍN,NOVELA,HISTÓRICA,,L-A2,06-COL-JER,TEBAS,True,General
COLON,CRISTOBAL,DIARIO DE A BORDO,ENSAYO,HISTORIA,,P-A1,16-COL-DIA,TAURUS,True,General
COLÓN,CRISTÓBAL,DIARIO DE A BORDO,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,L-A1,20-COL-DIA,TAURUS,True,General
COMELLAS,JOSE LUÍS,HISTORIA BREVE DE ESPAÑA CONTEMPORÁNEA,ENSAYO,HISTORIA,,L-A1,16-COM-HIS,RIALP,True,General
CONAN DOYLE,ARTHUR,EL ARCHIVO DE SHERLOCK HOLMES,NOVELA,NEGRA,,—,08-CON-SHE,AGUILAR,True,General
CONAN DOYLE,ARTHUR,EL PERRO DE LOS BASKERVILLE,NOVELA,NEGRA,,L-A1,08-CON-PER,RUEDA,True,General
CONAN DOYLE,ARTHUR,EL SABUESO DE LOS BASKERVILLE,NOVELA,NEGRA,,L-A1,08-CON-SAB,ALIANZA,True,General
CONAN DOYLE,ARTHUR,EL VALLE DEL TERROR,NOVELA,NEGRA,,L-A2,08-CON-SHE,AGUILAR,True,General
CONAN DOYLE,ARTHUR,LA REAPARICIÓN DE SHERLOCK HOLMES,NOVELA,NEGRA,,—,08-CON-SHE,AGUILAR,True,General
CONAN DOYLE,ARTHUR,SU ÚLTIMO SALUDO EN EL ESCENARIO,NOVELA,NEGRA,,—,08-CON-SHE,AGUILAR,True,General
CONDE,CARMEN,POESÍA FEMENINA ESPAÑOLA (1939-1950),POESÍA,—,,—,09-CON-POE2,BRUGUERA,True,General
CONDE,CARMEN,POESÍA FEMENINA ESPAÑOLA (1950-1960),POESÍA,—,,—,09-CON-POE1,BRUGUERA,True,General
CONDE,MARIO,MEMORIAS DE UN PRESO,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,P-B2,20-CON-MEM,BOOKET,True,General
CONNELLY,MICHAEL,DEL OTRO LADO,NOVELA,NEGRA,,L-B1,08-CON-OTR,ALIANZA DE NOVELAS,True,General
CONNELLY,MICHAEL,ECHO PARK,NOVELA,NEGRA,,L-B1,08-CON-ECH,ROCA,True,General
CONNELLY,MICHAEL,EL INOCENTE,NOVELA,NEGRA,,L-B1,08-CON-INO,EDICIONES B,True,General
CONNELLY,MICHAEL,EL QUINTO TESTIGO,NOVELA,NEGRA,,L-B1,08-CON-QUI,RBA,True,General
CONNELLY,MICHAEL,LA OSCURIDAD DE LOS SUEÑOS,NOVELA,NEGRA,,L-B2,22-CON-OSC,ROCA,True,General
CONNELLY,MICHAEL,LUNA FUNESTA,NOVELA,NEGRA,,L-A2,08-CON-LUN,EDICIONES B,True,General
CONNELLY,MICHAEL,NUEVE DRAGONES,NOVELA,NEGRA,,L-B1,08-CON-NUE,ROCA,True,General
CONNOLLY,JOHN,LOS HOMBRES DE LA GUADAÑA,NOVELA,NEGRA,,L-B1,12-CON-HOM,TUSQUETS,True,General
CONNOLLY,JOHN,PERFIL ASESINO,NOVELA,NEGRA,,L-B2,22-CON-PER,TUSQUETS,True,General
CONNOLLY,JOHN,VOCES QUE SUSURRAN,NOVELA,NEGRA,,L-B2,22-CON-VOC,TUSQUETS,True,General
CONRAD,JOSEPH,EL ALMA DEL GUERRERO,NOVELA,AVENTURAS,,L-A1,01-CON-ALM,ALIANZA,True,General
CONRAD,JOSEPH,EL CORAZÓN DE LAS TINIEBLAS,NOVELA,DRAMA,●,L-A2,04-CON-COR,MONDADORI,True,General
CONRAD,JOSEPH,EL ESPEJO DEL MAR,NOVELA,AVENTURAS,●,L-A1,01-CON-ESP,HIPERIÓN,True,General
CONRAD,JOSEPH,LORD JIM,NOVELA,AVENTURAS,,L-A1,01-CON-LOR,FORUM,True,General
CONRAD,JOSEPH,NOSTROMO,NOVELA,AVENTURAS,●,L-A2,12-CON-NOS,VALDEMAR,True,General
CONRAD,JOSEPH,SALVAMENTO,NOVELA,AVENTURAS,●,—,12-CON-SAL,PRE-TEXTOS,True,General
CORNEILLE,—,EL CID,NOVELA,CLÁSICA,,—,12-COR-CID,CÁTEDRA,True,General
CORNWELL,PATRICIA D.,POST MORTEM,NOVELA,NEGRA,,L-A2,08-COR-POS,MONDADORI,True,General
CORRAL LAFUENTE,JOSÉ LUIS,EL AMULETO DE BRONCE,NOVELA,HISTÓRICA,,—,12-COR-AMU,EDHASA,True,General
CORREA,ARMANDO LUCAS,LA NIÑA ALEMANA,NOVELA,DRAMA,●,L-A1,04-COR-NIÑ,EDICIONES B,True,General
CORREA,ARMANDO LUCAS,LA NIÑA ALEMANA,NOVELA,DRAMA,●,L-A2,04-COR-NIÑ,EDICIONES B,True,General
CORTI,EUGENIO,EL CABALLO ROJO,NOVELA,HISTÓRICA,●,L-A1,06-COR-CAB,RIALP,True,General
COURTENAY,BRYCE,THE POWER OF ONE,NOVELA,INGLÉS,●,L-B1,18-COU-POW,BALLANTINE,True,General
CRANE,STEPHEN,LA ROJA INSIGNIA DEL VALOR,NOVELA,BÉLICA,●,L-A2,02-CRA-ROJ,CLÁSICOS DE EVASIÓN,True,General
CRICHTON,MICHAEL,ESTADO DE MIEDO,NOVELA,BÉLICA,,L-B1,02-CRI-EST,PLAZA & JANÉS,True,General
CRICHTON,MICHAEL,NEXT,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,L-B2,22-CRI-NEX,PLAZA & JANÉS,True,General
CRICHTON,MICHAEL,PRESA,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,L-B1,05-CRI-PRE,PLAZA & JANÉS,True,General
CRICHTON,MICHAEL,PUNTO CRÍTICO,NOVELA,NEGRA,,L-B1,08-CHI-PUN,PLAZA & JANÉS,True,General
CRICHTON,MICHAEL,RESCATE EN EL TIEMPO (1999-1357),NOVELA,FANTASÍA/CIENCIA FICCIÓN,●,L-A2,05-CRI-RES,PLAZA & JANÉS,True,General
CRISPIN,EDMUND,LA JUGUETERÍA ERRANTE,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,L-A1,12-CRI-JUG,IMPEDIMENTA,True,General
CRONIN,A. J.,AVENTURAS EN DOS MUNDOS. APUNTES DE MI VIDA.,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,P-A2,20-CRO-AVE,PALABRA,True,General
CRONIN,A. J.,LA CIUDADELA,NOVELA,HISTÓRICA,●,L-A2,06-CRO-CIU,BACKLIST,True,General
