apellido,nombre,titulo,genero,tema,recomendado,calificacion,codigo,editorial,disponible,zona
CONRAD,JOSEPH,EL ALMA DEL GUERRERO,NOVELA,AVENTURAS,,L-A1,01-CON-ALM,ALIANZA,True,Estudio Mayores
CONRAD,JOSEPH,EL CORAZÓN DE LAS TINIEBLAS,NOVELA,DRAMA,●,L-A2,04-CON-COR,MONDADORI,True,Pequeños
CONRAD,JOSEPH,EL ESPEJO DEL MAR,NOVELA,AVENTURAS,●,L-A1,01-CON-ESP,HIPERIÓN,True,Estudio Mayores
CONRAD,JOSEPH,LORD JIM,NOVELA,AVENTURAS,,L-A1,01-CON-LOR,FORUM,True,Estudio Mayores
CONRAD,JOSEPH,NOSTROMO,NOVELA,AVENTURAS,●,L-A2,12-CON-NOS,VALDEMAR,True,Sala de Estar
CONRAD,JOSEPH,SALVAMENTO,NOVELA,AVENTURAS,●,—,12-CON-SAL,PRE-TEXTOS,True,Sala de Estar
CORNEILLE,—,EL CID,NOVELA,CLÁSICA,,—,12-COR-CID,CÁTEDRA,True,Sala de Estar
CORNWELL,PATRICIA D.,POST MORTEM,NOVELA,NEGRA,,L-A2,08-COR-POS,MONDADORI,True,Pequeños
CORRAL LAFUENTE,JOSÉ LUIS,EL AMULETO DE BRONCE,NOVELA,HISTÓRICA,,—,12-COR-AMU,EDHASA,True,Sala de Estar
CORREA,ARMANDO LUCAS,LA NIÑA ALEMANA,NOVELA,DRAMA,●,L-A1,04-COR-NIÑ,EDICIONES B,True,Pequeños
CORREA,ARMANDO LUCAS,LA NIÑA ALEMANA,NOVELA,DRAMA,●,L-A2,04-COR-NIÑ,EDICIONES B,True,Pequeños
CORTI,EUGENIO,EL CABALLO ROJO,NOVELA,HISTÓRICA,●,L-A1,06-COR-CAB,RIALP,True,Estudio Mayores
COURTENAY,BRYCE,THE POWER OF ONE,NOVELA,INGLÉS,●,L-B1,18-COU-POW,BALLANTINE,True,Pequeños
CRANE,STEPHEN,LA ROJA INSIGNIA DEL VALOR,NOVELA,BÉLICA,●,L-A2,02-CRA-ROJ,CLÁSICOS DE EVASIÓN,True,Pequeños
CRICHTON,MICHAEL,ESTADO DE MIEDO,NOVELA,BÉLICA,,L-B1,02-CRI-EST,PLAZA & JANÉS,True,Pequeños
CRICHTON,MICHAEL,NEXT,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,L-B2,22-CRI-NEX,PLAZA & JANÉS,True,Primera Planta
CRICHTON,MICHAEL,PRESA,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,L-B1,05-CRI-PRE,PLAZA & JANÉS,True,Estudio Mayores
CRICHTON,MICHAEL,PUNTO CRÍTICO,NOVELA,NEGRA,,L-B1,08-CHI-PUN,PLAZA & JANÉS,True,Pequeños
CRICHTON,MICHAEL,RESCATE EN EL TIEMPO (1999-1357),NOVELA,FANTASÍA/CIENCIA FICCIÓN,●,L-A2,05-CRI-RES,PLAZA & JANÉS,True,Estudio Mayores
CRISPIN,EDMUND,LA JUGUETERÍA ERRANTE,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,L-A1,12-CRI-JUG,IMPEDIMENTA,True,Sala de Estar
CRONIN,A. J.,AVENTURAS EN DOS MUNDOS. APUNTES DE MI VIDA.,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,P-A2,20-CRO-AVE,PALABRA,True,Pequeños
CRONIN,A. J.,LA CIUDADELA,NOVELA,HISTÓRICA,●,L-A2,06-CRO-CIU,BACKLIST,True,Estudio Mayores
CRONIN,A. J.,LA RUTA DEL DR. SHANNON,NOVELA,NEGRA,,L-B1,08-CRO-RUT,CÍRCULO DE LECTORES,True,Pequeños
CRONIN,A. J.,LOS VERDES AÑOS,NOVELA,AVENTURAS,,L-B1,01-CRO-VER,PLANETA,True,Estudio Mayores
CRONIN,A. J. ,HISTORIAS DE UN MALETÍN NEGRO,RELATO(S),—,,L-A2,10-CRO-HIS,ASTOR,True,General
CUNQUEIRO,ÁLVARO,LA OTRA GENTE,NOVELA,DRAMA,,L-A1,12-CUN-OTR,DESTINO,True,Sala de Estar
CUNQUEIRO,ÁLVARO,LAS MOCEDADES DE ULISES,NOVELA,DRAMA,,L-A1,04-CUN-MOC,ESPASA,True,Pequeños
CURTIS FORD,MICHAEL,LA ODISEA DE LOS DIEZ MIL,NOVELA,HISTÓRICA,,—,06-CUR-ODI,GRIJALBO,True,Estudio Mayores
CUSSLER,CLIVE,AMENAZA BAJO EL MAR,NOVELA,NEGRA,,L-A2,08-CUS-AME,DEBOLSILLO,True,Pequeños
CUSSLER,CLIVE,EL COMPLOT DE LA MEDIA LUNA,NOVELA,BÉLICA,,—,02-CUS-COM,PLAZA & JANÉS,True,Pequeños
CUSSLER,CLIVE,EL MAR DEL SILENCIO,NOVELA,BÉLICA,,L-A2,02-CUS-MAR,PLAZA & JANÉS,True,Pequeños
CUSSLER,CLIVE,TORMENTA EN EL ÁRTICO,NOVELA,NEGRA,,—,08-CUS-TOR,PLAZA & JANÉS,True,Pequeños
D´AVENIA,ALESSANDRO,"BLANCA COMO LA NIEVE, ROJA COMO LA SANGRE",NOVELA,DRAMA,,L-A1,04-D´AV-BLA,GUSTAVO GILI,True,Pequeños
D´AVENIA,ALESSANDRO,COSAS QUE NADIE SABE,NOVELA,DRAMA,,L-A2,04-D´AV-COS,GRIJALBO,True,Pequeños
D´AVENIA,ALESSANDRO,EL ARTE DE LA FRAGILIDAD,NOVELA,DRAMA,●,L-A1,04-D´AV-ART,ESFERA DE LOS LIBROS,True,Pequeños
D´AVENIA,ALESSANDRO,LO QUE EL INFIERNO NO ES,NOVELA,DRAMA,●,L-A1,04-D´AV-LOQ,ESFERA DE LOS LIBROS,True,Pequeños
DABROWSKI DE MOSZORO,LUDMILA MARÍA,MEMORIAS 1939-1945,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,—,20-DAB-MEM,DUNKEN,True,Pequeños
DAHL,ROALD,RELATOS DE LO INESPERADO,RELATO(S),—,●,L-A2,12-DAH-REL,ANAGRAMA,True,Sala de Estar
DALE,ANNA,EL SUSURRO DE LAS BRUJAS,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,—,05-DAL-SUS,SALAMANDRA,True,Estudio Mayores
DALIN,DAVID G.,EL MITO DEL PAPA DE HITLER. CÓMO PÍO XII SALVÓ A LOS JUDÍOS DE LOS NAZIS,ENSAYO,HISTORIA,,P-A1,16-DAL-MIT,CIUDADELA,True,Pequeños
DANKOVTSEVA,ANNA,UN PASO EN FALSO,NOVELA,NEGRA,●,—,12-DAN-PAS,ACANTILADO,True,Sala de Estar
DARÍO,RUBÉN,CANTOS DE VIDA Y ESPERANZA,POESÍA,,●,L-A2,09-DAR-CAN,ANAYA,True,Pequeños
DAVIDAR,DAVID,LA CASA DE LOS MANGOS AZULES,NOVELA,DRAMA,●,L-B1,12-DAV-CAS,ANAGRAMA,True,Sala de Estar
DAVIES,ROBERTSON,A MERCED DE LA TEMPESTAD,NOVELA,FANTASÍA/CIENCIA FICCIÓN,●,L-A2,12-DAV-MER,LIBROS DEL ASTEROIDE,True,Sala de Estar
DAVIES,ROBERTSON,EL MUNDO DE LOS PRODIGIOS,NOVELA,DRAMA,,—,12-DAV-MUN,LIBROS DEL ASTEROIDE,True,Sala de Estar
DAVIES,ROBERTSON,LEVADURA DE MALICIA,NOVELA,NEGRA,,—,12-DAV-LEV,LIBROS DEL ASTEROIDE,True,Sala de Estar
DAWSON,CHRISTOPHER,LOS ORIGENES DE EUROPA,ENSAYO,HISTORIA,,P-A1,16-DAW-ORI,RIALP,True,Pequeños
DE ALFARACHE,GUZMÁN ,MATEO ALEMÁN,NOVELA,CLÁSICA,,L-A1,03-ALF-GUZ,DEBOLSILLO,True,Pequeños
DE ANDRÉS,TIRSO,HOMO CYBERSAPIENS,ENSAYO,FILOSOFÍA,,P-A2,13-AND-HOM,EUNSA,True,Pequeños
DE BALZAC,HONORÉ,LA PIEL DE ZAPA,NOVELA,DRAMA,●,L-A2,12-BAL-PIE,SIRUELA,True,Sala de Estar
DE BERCEO,GONZALO,MILAGROS DE NUESTRA SEÑORA,POESÍA,—,●,L-A1,09-BER-MIL,ESPASA-CALPE,True,Pequeños
DE BERCEO,GONZALO,MILAGROS DE NUESTRA SEÑORA,POESÍA,—,●,L-A1,12-BER-MIL,ESPASA-CALPE,True,Sala de Estar
DE BERNIÈRES,LOUIS,LA MANDOLINA DEL CAPITÁN CORELLI,NOVELA,DRAMA,,L-B1,04-BER-MAN,PLAZA & JANÉS,True,Pequeños
DE BERTIER DE SAUVIGNY,GUILLAUME,HISTORIA DE FRANCIA,ENSAYO,HISTORIA,,P-A1,16-BER-HIS,RIALP,True,Pequeños
DE CAMOENS,LUIS,LOS LUSIADAS,NOVELA,CLÁSICA,●,L-A2,12-CAM-LUS,CÁTEDRA,True,Sala de Estar
DE CASTRO,GUILLÉN,LAS MOCEDADES DEL CID ,TEATRO,—,●,L-A1,11-CAS-MOC,CÁTEDRA,True,Pequeños
DE CASTRO,ROSALÍA,EL CABALLERO DE LAS BOTAS AZULES,NOVELA,DRAMA,,L-A1,04-CAS-CAB,ANAYA,True,Pequeños
DE CITINA,GUTIERRE,SONETOS Y MADRIGALES COMPLETOS,POESÍA,,,—,12-CIT-SON,CÁTEDRA,True,Sala de Estar
DE DIEGO,ENRIQUE,CORAZÓN TEMPLARIO,NOVELA,HISTÓRICA,,—,06-DIE-COR,MR EDICIONES,True,Estudio Mayores
DE ERCILLA,ALONSO,LA ARAUCANA,NOVELA,CLÁSICA,●,L-A1,12-ERC-ARA,CÁTEDRA,True,Sala de Estar
DE FOXÁ,AGUSTÍN,MADRID DE CORTE A CHECA,NOVELA,BÉLICA,,L-A2,02-DEF-MAD,PLANETA,True,Pequeños
DE HARO,FERNANDO,NO ME LAMENTO. LA PERSECUCIÓN DE LOS CRISTIANOS EN INDIA,ENSAYO,POLÍTICA,,L-A1,17-HAR-NOM,ELBA,True,Pequeños
DE HENNZEL,MARIE,LA MUERTE ÍNTIMA. LOS QUE VAN A MORIR NOS ENSEÑAN A VIVIR.,ENSAYO,PEDAGOGÍA/CIENCIA,,L-A2,19-HEN-MUE,PLAZA & JANÉS,True,Pequeños
DE JESUS,SANTA TERESA,LAS MORADAS,POESÍA,—,,L-A1,12-JES-MOR,ESPASA-CALPE,True,Sala de Estar
DE LA CRUZ,SAN JUAN,EL CÁNTICO ESPIRITUAL,POESÍA,—,,L-A1,12-CRU-CAN,ESPASA-CALPE,True,Sala de Estar
DE LA CUEVA,JUAN,EL INFAMADOR,TEATRO,—,,L-A1,12-CUE-INF,AUSTRAL,True,Sala de Estar
DE LA CUEVA,JUAN,LOS SIETE INFANTES,TEATRO,—,,L-A1,12-CUE-INF,AUSTRAL,True,Sala de Estar
DE LA VEGA,GARCILASO,POESÍA CASTELLANA COMPLETA,POESÍA,—,,—,09-VEG-POE,PML EDICIONES,True,Pequeños
DE LUCA,ERRI,LOS PECES NO CIERRAN LOS OJOS,NOVELA,AVENTURAS,●,L-A2,12-DEL-PEC,SEIX BARRAL,True,Sala de Estar
DE MADARIAGA,SALVADOR,ESPAÑA,ENSAYO,HISTORIA,,P-B1,16-MAD-ESP,ESPASA,True,Pequeños
DE MAEZTU,RAMIRO,ARTÍCULOS DESCONOCIDOS (1897-1904),ENSAYO,POLÍTICA,,P-L1,17-MAE-ART,CASTALIA,True,Pequeños
DE MEER,FERNANDO,LA CUESTIÓN RELIGIOSA EN LAS CORTES CONSTITUYENTES DE LA II REPÚBLICA ESPAÑOLA,ENSAYO,HISTORIA,,P-L1,16-MEE-CUE,EUNSA,True,Pequeños
DE MENA,JUAN,LABERINTO DE FORTUNA,TEATRO,—,,L-A2,12-MEN-LAB,AUSTRAL,True,Sala de Estar
DE MIGUEL,PEDRO,LECTURAS PARA EL CAMBIO DE SIGLO,ENSAYO,ARTE,,—,15-MIG-LEC,RIALP,True,Pequeños
DE MIGUEL,PEDRO,Y YO QUE TÚ YO QUE TÚ NO ME MORIRÍA,RELATO(S),—,,L-A1,10-MIG-YYO,BAROJA,True,General
"DE MIGUEL, PEDRO","PEÑA, ÁNGEL",GUÍA DE LECTURAS CONTEMPORÁNEAS,ENSAYO,ARTE,●,L-A1,15-MIG-GUI,RIALP,True,Pequeños
DE MONTEMAYOR,JORGE,DIANA,TEATRO,—,,L-A2,12-MON-DIA,AUSTRAL,True,Sala de Estar
DE OTERO,BLAS,PAÍS. ANTOLOGÍA 1955-1970,POESÍA,—,,L-A2,09-OTE-PAI,ROTATIVA,True,Pequeños
DE PEREDA,JOSÉ MARÍA,EL FIN DE UNA RAZA,RELATO(S),,,L-A1,10-PER-FIN,EDHASA,True,General
DE PEREDA,JOSÉ MARÍA,ESCENAS MONTAÑESAS,ENSAYO,HISTORIA,,L-A2,16-PER-ESC,FIESTA DEL LIBRO,True,Pequeños
DE PRADA,JUAN MANUEL,LA NUEVA TIRANÍA,ENSAYO,POLÍTICA,,—,17-PARA-NUE,LIBROSLIBRES,True,Pequeños
DE PRADA,JUAN MANUEL,LA PIERNA DE PETER PARKER,RELATO(S),—,,L-A1,10-PARA-PIE,UNAV,True,General
DE RIQUER,MARTÍN,APROXIMACIÓN AL QUIJOTE,ENSAYO,PEDAGOGÍA/CIENCIA,,L-A2,19-RIQ-APR,SALVAT,True,Pequeños
DE ROJAS,FERNANDO,LA CELESTINA,NOVELA,CLÁSICA,,L-A2,03-ROJ-CEL,DEBOLSILLO,True,Pequeños
DE RUEDA,LOPE,PASOS,TEATRO,—,,L-A1,11-RUE-PAS,CÁTEDRA,True,Pequeños
DE RUEDA,LOPE,TEATRO COMPLETO,TEATRO,—,,—,11-RUE-TEA,BRUGUERA,True,Pequeños
DE SANTILLANA,MARQUÉS,COMEDIETA DE PONÇA,POESÍA,—,,L-A1,12-SAN-COM,CÁTEDRA,True,Sala de Estar
DE SANTILLANA,MARQUÉS,POESÍA LÍRICA,POESÍA,—,,—,12-SAN-POE,CÁTEDRA,True,Sala de Estar
DE SANTILLANA,MARQUÉS,SONETOS,POESÍA,—,,—,12-SAN-COM,CÁTEDRA,True,Sala de Estar
DE SANTIS,PABLO,EL ENIGMA DE PARÍS,NOVELA,NEGRA,,L-A2,08-SAN-ENI,PLANETA,True,Pequeños
DE TROYES,CHRÉTIEN,EL CABALLERO DE LA CARRETA,NOVELA,FANTÁSTICA/CIENCIA FICCIÓN,,L-A1,05-TRO-CAB,ALIANZA,True,Estudio Mayores
DE TROYES,CHRÉTIEN,EL CUENTO DEL GRIAL,NOVELA,FANTASÍA/CIENCIA FICCIÓN,●,L-A2,05-TRO-CUE,ALIANZA,True,Estudio Mayores
DE UGALDE,MARTÍN,TRES RELATOS VASCOS,RELATO(S),—,,—,10-UGA-TRE,TXERTOA,True,General
DE VEGA,LOPE,EL CABALLERO DE OLMEDO,TEATRO,—,,L-A1,11-VEG-CAB,FRAILE,True,Pequeños
DE VEGA,LOPE,"EL MEJOR ALCALDE, EL REY",TEATRO,—,,L-A1,12-VEG-MEJ,CÁTEDRA,True,Sala de Estar
DE VEGA,LOPE,EL PERRO DEL HORTELANO,TEATRO,—,●,L-A1,12-VEG-PER,CÁTEDRA,True,Sala de Estar
DE VEGA,LOPE,LA DAMA BOBA,TEATRO,—,,L-A1,11-VEG-CAB,FRAILE,True,Pequeños
DE VEGA,LOPE,LA DOROTEA,TEATRO,—,,L-A1,12-VEG-DOR,CÁTEDRA,True,Sala de Estar
DE VEGA,LOPE,LAS BIZARRÍAS DE BELISA,TEATRO,—,,—,12-VEG-BIZ,CÁTEDRA,True,Sala de Estar
DE VEGA,LOPE,NOVELAS A MARCIA LEONARDA,TEATRO,—,,—,12-VEG-NOV,CÁTEDRA,True,Sala de Estar
DE VEGA,LOPE,PERIBAÑEZ Y EL COMENDADOR DE OCAÑA,TEATRO,—,●,L-A1,12-LOP-PER,ESPASA-CALPE,True,Sala de Estar
DE VIGUERIE,JEAN,CRISTIANISMO Y REVOLUCIÓN,ENSAYO,HISTORIA,,P-A2,16-VIG-CRI,RIALP,True,Pequeños
DE VILALLONGA,JOSÉ LUIS,EL REY. CONVERSACIONES CON D. JUAN CARLOS I DE ESPAÑA,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,L-A2,20-VIL-REY,PLAZA & JANÉS,True,Pequeños
DE VIRUÉS,CRISTÓBAL,ELISA DIDO,TEATRO,—,,L-A1,12-VIR-GRA,CÁTEDRA,True,Sala de Estar
DE VIRUÉS,CRISTÓBAL,LA GRAN SEMÍRANÍS,TEATRO,—,,—,12-VIR-GRA,CÁTEDRA,True,Sala de Estar
DE WOHL,LOUIS,EL MENDIGO ALEGRE. HISTORIA DE SAN FRANCISCO DE ASÍS.,NOVELA,HISTÓRICA,,L-A1,06-WOH-MEN,PLANETA,True,Estudio Mayores
DE WOHL,LOUIS,EL ORIENTE EN LLAMAS. BIOGRAFÍA NOVELADA DE SAN FRANCISCO XAVIER,NOVELA,HISTÓRICA,,L-A1,06-WOH-ORI,PLANETA,True,Estudio Mayores
DE WOHL,LOUIS,EL ÚLTIMO CRUZADO,NOVELA,HISTÓRICA,●,L-A2,06-WHO-ULT,PALABRA,True,Estudio Mayores
DE WOHL,LOUIS,LA LANZA,NOVELA,HISTÓRICA,,L-A2,06-WOH-LAN,PALABRA,True,Estudio Mayores
DE ZAYAS Y SOTOMAYOR,MARÍA,NOVELAS AMOROSAS Y EJEMPLARES,NOVELA,CLÁSICA,,L-B2,22-ZAY-NOV,CÁTEDRA,True,Primera Planta
DEANE,SEAMUS,LEER A OSCURAS,NOVELA,DRAMA,,L-A2,12-DEA-LEE,MONDADORI,True,Sala de Estar
DEIGHTON,LEN,EL JUEGO DE BERLÍN,NOVELA,NEGRA,,L-B1,08-DEI-JUE,PLANETA,True,Pequeños
DEIGHTON,LEN,WINTER. UNA FAMILIA BERLINESA 1899-1945,NOVELA,BÉLICA,,L-B1,02-DEI-WIN,PLANETA,True,Pequeños
DEL CARTILLO,HERNANDO,CANCIONERO GENERAL,POESÍA,—,,—,09-CAR-CAN,ANAYA,True,Pequeños
DEL CORRAL,PEDRO,CRÓNICA DEL REY DON RODRIGO. POSTRIMERO REY DE LOS GODOS (CRÓNICA SARRACINA) I,NOVELA,CLÁSICA,,—,03-COR-CR1,CASTALIA,True,Pequeños
DEL CORRAL,PEDRO,CRÓNICA DEL REY DON RODRIGO. POSTRIMERO REY DE LOS GODOS (CRÓNICA SARRACINA) II,NOVELA,CLÁSICA,,—,03-COR-CR2,CASTALIA,True,Pequeños
DEL ENCINA,JUAN,OBRAS COMPLETAS III,POESÍA,—,,—,09-ENC-OBR,ESPASA-CALPE,True,Pequeños
DEL PULGAR,FERNANDO,CLAROS VARONES DE CASTILLA,NOVELA,CLÁSICA,,P-A1,12-PUL-CLA,ESPASA-CALPE,True,Sala de Estar
DEL RÍO,ALFONSO,IOANNES,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,—,05-RIO-IOA,LIBROSLIBRES,True,Estudio Mayores
DEL RÍO,ALFONSO,LA CIUDAD DE LA LLUVIA,NOVELA,NEGRA,,L-A2,08-RÍO-CIU,BOOKLET,True,Pequeños
DEL RÍO,ALFONSO CARLOS,EL LENGUAJE OCULTO DE LOS LIBROS,NOVELA,NEGRA,,—,05-RIO-LEN,DESTINO,True,Estudio Mayores
DEL VAL,JOSÉ MARÍA,LLEGARÁ TARDE A HENDAYA,NOVELA,HISTÓRICA,,L-B1,06-VAL-LLE,PLANETA,True,Estudio Mayores
DELEDDA,GRACIA,ELIAS PORTOLU,NOVELA,DRAMA,,L-B2,04-FAU-CIU,-,True,Pequeños
DELIBES,MIGUEL,"377 A, MADERA DE HÉROE",NOVELA,DRAMA,,L-B2,22-DEL-377,CÍRCULO DE LECTORES,True,Primera Planta
DELIBES,MIGUEL,CINCO HORAS CON MARIO,NOVELA,DRAMA,,L-B1,04-DEL-CIN,PLANETA DeAGOSTINI,True,Pequeños
DELIBES,MIGUEL,DIARIO DE UN CAZADOR,NOVELA,AVENTURAS,,L-A2,01-DEL-DIA,DESTINO,True,Estudio Mayores
DELIBES,MIGUEL,EL CAMINO,NOVELA,AVENTURAS,●,L-A2,01-DEL-CAM,AUSTRAL,True,Estudio Mayores
DELIBES,MIGUEL,EL CAMINO,NOVELA,AVENTURAS,,L-A2,01-DEL-CAM,DESTINO,True,Estudio Mayores
DELIBES,MIGUEL,EL DISPUTADO VOTO DEL SEÑOR CAYO,NOVELA,AVENTURAS,●,L-B1,01-DEL-DIS,DESTINO,True,Estudio Mayores
DELIBES,MIGUEL,EL DISPUTADO VOTO DEL SEÑOR CAYO,NOVELA,AVENTURAS,,L-B1,12-DEL-DIS,DESTINO,True,Sala de Estar
DELIBES,MIGUEL,EL PRÍNCIPE DESTRONADO,NOVELA,AVENTURAS,,L-A2,01-DEL-PRI,DESTINO,True,Estudio Mayores
DELIBES,MIGUEL,EL TESORO,NOVELA,AVENTURAS,●,L-A2,01-DEL-TES,CÍRCULO DE LECTORES,True,Estudio Mayores
DELIBES,MIGUEL,EL ÚILTIMO COTO,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,L-A1,12-DEL-ULT,DESTINO,True,Sala de Estar
DELIBES,MIGUEL,ESPAÑA 1936-1950: MUERTE Y RESURRECCIÓN DE LA NOVELA,ENSAYO,ARTE,,—,12-DEL-ESP,DESTINO,True,Sala de Estar
DELIBES,MIGUEL,LA HOJA ROJA,NOVELA,AVENTURAS,,L-A2,01-DEL-HOJ,DESTINO,True,Estudio Mayores
DELIBES,MIGUEL,LA SOMBRA DEL CIPRÉS ES ALARGADA,NOVELA,DRAMA,,L-A2,04-DEL-SOM,DESTINO,True,Pequeños
DELIBES,MIGUEL,LAS RATAS,NOVELA,DRAMA,●,L-A2,04-DEL-RAT,AUSTRAL,True,Pequeños
DELIBES,MIGUEL,LOS NIÑOS,NOVELA,AVENTURAS,,L-A1,01-DEL-NIÑ,AUSTRAL,True,Estudio Mayores
DELIBES,MIGUEL,LOS SANTOS INOCENTES,NOVELA,DRAMA,●,L-B1,04-DEL-SAN,PLANETA DeAGOSTINI,True,Pequeños
DELIBES,MIGUEL,SEÑORA DE ROJO SOBRE FONDO GRIS,NOVELA,DRAMA,●,L-A2,04-DEL-SEÑ,DESTINO,True,Pequeños
DELIBES,MIGUEL,SEÑORA DE ROJO SOBRE FONDO GRIS,NOVELA,DRAMA,●,L-A2,12-DEL-SEÑ,DESTINO,True,Sala de Estar
DENEVI,MARCO,ROSAURA A LAS DIEZ,NOVELA,DRAMA,●,L-B1,04-DEN-ROS,ALIANZA,True,Pequeños
DENNIS,PATRICK,LA TÍA MAME,NOVELA,AVENTURAS,,L-A2,12-DEN-TÍA,ACANTILADO,True,Sala de Estar
D'EPENOUX,FRANÇOIS,EL DESPERTAR DEL CORAZON,NOVELA,DRAMA,,L-A2,04-EPE-DES,GRIJALBO,True,Pequeños
DEVILLE,PATRICK,PESTE & CÓLERA,NOVELA,DRAMA,●,—,12-DEV-PES,ANAGRAMA,True,Sala de Estar
DI LAMPEDUSA,GIUSEPPE TOMASSI,EL GATOPARDO,NOVELA,HISTÓRICA,●,L-B1,12-LAM-GAT,EDHASA,True,Sala de Estar
DÍAZ HERNÁNDEZ,ONÉSIMO,"HISTORIA DE EUROPA EN EL SIGLO XX A TRAVÉS DE GRANDES BIOGRAFÍAS, NOVELAS Y PELÍCULAS",ENSAYO,HISTORIA,,—,16-DIA-HIS,EUNSA,True,Pequeños
DÍAZ-PLAJA,FERNANDO,DOS DE MAYO DE 1808,ENSAYO,HISTORIA,,—,16-DIA-DOS,ESPASA,True,Pequeños
DÍAZ-PLAJA,GUILLERMO,ESPAÑA EN SU LITERATURA,ENSAYO,ARTE,,P-A1,15-DIA-ESP,SALVAT,True,Pequeños
DÍAZ-PLAJA,GUILLERMO,TEATRO BREVE DE LAS LETRAS HISPÁNICAS. VOLUMEN I,ENSAYO,ARTE,,P-A1,15-DIA-TEA,NUC,True,Pequeños
DICKENS,CHARLES, A TALE OF TWO CITIES,NOVELA,INGLÉS,,L-A1,18-DIC-TAL,PENGUIN,True,Pequeños
DICKENS,CHARLES,A TALE OF TWO CITIES,NOVELA,INGLÉS,●,L-A1,12-DIC-TAL,WORDSWORTH,True,Sala de Estar
DICKENS,CHARLES,BLEAK HOUSE,NOVELA,INGLÉS,,L-A1,12-DIC-BLE,WORDSWORTH,True,Sala de Estar
DICKENS,CHARLES,CANCIÓN DE NAVIDAD,NOVELA,DRAMA,●,L-A1,12-DIC-CAN,VICENS VIVES,True,Sala de Estar
DICKENS,CHARLES,DAVID COPPERFIELD,NOVELA,AVENTURAS,,L-A1,01-DIC-DAV,ZETA,True,Estudio Mayores
DICKENS,CHARLES,DAVID COPPERFIELD,NOVELA,INGLÉS,,L-A1,12-DIC-DAV,WORDSWORTH,True,Sala de Estar
DICKENS,CHARLES,EL GRILLO DEL HOGAR,NOVELA,DRAMA,,L-A2,04-DIC-GRI,AUSTRAL,True,Pequeños
DICKENS,CHARLES,GRANDES ESPERANZAS,NOVELA,DRAMA,●,L-A1,12-DIC-GRA,ALBA,True,Sala de Estar
DICKENS,CHARLES,GREAT EXPECTATIONS,NOVELA,INGLÉS,●,L-A1,12-DIC-GRE,WORDSWORTH,True,Sala de Estar
DICKENS,CHARLES,GREAT EXPECTATIONS,NOVELA,INGLÉS,●,L-A1,18-DIC-GRE,PENGUIN,True,Pequeños
DICKENS,CHARLES,HARD TIMES,NOVELA,INGLÉS,●,L-A1,12-DIC-HAR,PENGUIN,True,Sala de Estar
DICKENS,CHARLES,LA CASA ENCANTADA,NOVELA,FANTASÍA/CIENCIA FICCIÓN,●,L-A1,12-DIC-CAS,JAGUAR,True,Sala de Estar
DICKENS,CHARLES,LITTLE DORRIT,NOVELA,INGLÉS,,L-A2,12-DIC-LIT,WORDSWORTH,True,Sala de Estar
DICKENS,CHARLES,NICHOLAS NICKLEBY,NOVELA,INGLÉS,,L-A2,12-DIC-NIC,PENGUIN,True,Sala de Estar
DICKENS,CHARLES,OLIVER TWIST,NOVELA,INGLÉS,,L-A1,12-DIC-OLI,WORDSWORTH,True,Sala de Estar
DICKENS,CHARLES,OLIVER TWIST,NOVELA,AVENTURAS,●,L-A1,12-DIC-OLI,ALBA,True,Sala de Estar
DICKENS,CHARLES,OLIVER TWIST,NOVELA,INGLÉS,,L-A1,18-DIC-OLI,PENGUIN,True,Pequeños
DICKENS,CHARLES,OUR MUTUAL FRIEND,NOVELA,INGLÉS,,L-A2,12-DIC-OUR,WORDSWORTH,True,Sala de Estar
DICKENS,CHARLES,PAPELES PÓSTUMOS DEL CLUB PICKWICK (1),NOVELA,DRAMA,,L-A2,04-DIC-PA1,ALIANZA,True,Pequeños
DICKENS,CHARLES,PAPELES PÓSTUMOS DEL CLUB PICKWICK (2),NOVELA,DRAMA,,L-A2,04-DIC-PA2,ALIANZA,True,Pequeños
DICKENS,CHARLES,PAPELES PÓSTUMOS DEL CLUB PICKWICK (3),NOVELA,DRAMA,,L-A2,04-DIC-PA3,ALIANZA,True,Pequeños
DICKENS,CHARLES,THE PICKWICK PAPERS,NOVELA,INGLÉS,,L-A2,12-DIC-PIC,WORDSWORTH,True,Sala de Estar
DICKENS,CHARLES,TIEMPOS DIFÍCILES,NOVELA,HISTÓRICA,,L-A1,12-DIC-TIE,GREDOS,True,Sala de Estar
DIFFENBAUGH,VANESSA,EL LENGUAJE DE LAS FLORES,NOVELA,DRAMA,,L-B1,12-DIF-LEN,SALAMANDRA,True,Sala de Estar
DINESEN,ISAK,CUENTOS REUNIDOS,RELATO(S),—,●,L-B1,12-DIN-CUE,ALFAGUARA,True,Sala de Estar
